Tag_Name,Text,Attributes,Description
li,1Etymology,"{'id': 'toc-Etymology', 'class': ['vector-toc-list-item', 'vector-toc-level-1']}",HTML <li> tag from page about Nepal
a,1Etymology,"{'class': ['vector-toc-link'], 'href': '#Etymology'}",HTML <a> tag from page about Nepal
div,1Etymology,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,1,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Etymology,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Etymology-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,"2HistoryToggle History subsection2.1Ancient Nepal2.2Medieval Nepal2.3Unification, expansion and consolidation (1768–1951)2.4Contemporary history2.4.12025 protests and government crisis","{'id': 'toc-History', 'class': ['vector-toc-list-item', 'vector-toc-level-1']}",HTML <li> tag from page about Nepal
a,2History,"{'class': ['vector-toc-link'], 'href': '#History'}",HTML <a> tag from page about Nepal
div,2History,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,2,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,History,{},HTML <span> tag from page about Nepal
button,Toggle History subsection,"{'aria-controls': 'toc-History-sublist', 'class': ['cdx-button', 'cdx-button--weight-quiet', 'cdx-button--icon-only', 'vector-toc-toggle']}",HTML <button> tag from page about Nepal
span,,"{'class': ['vector-icon', 'mw-ui-icon-wikimedia-expand']}",HTML <span> tag from page about Nepal
span,Toggle History subsection,{},HTML <span> tag from page about Nepal
ul,"2.1Ancient Nepal2.2Medieval Nepal2.3Unification, expansion and consolidation (1768–1951)2.4Contemporary history2.4.12025 protests and government crisis","{'id': 'toc-History-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,2.1Ancient Nepal,"{'id': 'toc-Ancient_Nepal', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,2.1Ancient Nepal,"{'class': ['vector-toc-link'], 'href': '#Ancient_Nepal'}",HTML <a> tag from page about Nepal
div,2.1Ancient Nepal,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,2.1,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Ancient Nepal,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Ancient_Nepal-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,2.2Medieval Nepal,"{'id': 'toc-Medieval_Nepal', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,2.2Medieval Nepal,"{'class': ['vector-toc-link'], 'href': '#Medieval_Nepal'}",HTML <a> tag from page about Nepal
div,2.2Medieval Nepal,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,2.2,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Medieval Nepal,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Medieval_Nepal-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,"2.3Unification, expansion and consolidation (1768–1951)","{'id': 'toc-Unification,_expansion_and_consolidation_(1768–1951)', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,"2.3Unification, expansion and consolidation (1768–1951)","{'class': ['vector-toc-link'], 'href': '#Unification,_expansion_and_consolidation_(1768–1951)'}",HTML <a> tag from page about Nepal
div,"2.3Unification, expansion and consolidation (1768–1951)",{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,2.3,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,"Unification, expansion and consolidation (1768–1951)",{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Unification,_expansion_and_consolidation_(1768–1951)-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,2.4Contemporary history2.4.12025 protests and government crisis,"{'id': 'toc-Contemporary_history', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,2.4Contemporary history,"{'class': ['vector-toc-link'], 'href': '#Contemporary_history'}",HTML <a> tag from page about Nepal
div,2.4Contemporary history,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,2.4,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Contemporary history,{},HTML <span> tag from page about Nepal
ul,2.4.12025 protests and government crisis,"{'id': 'toc-Contemporary_history-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,2.4.12025 protests and government crisis,"{'id': 'toc-2025_protests_and_government_crisis', 'class': ['vector-toc-list-item', 'vector-toc-level-3']}",HTML <li> tag from page about Nepal
a,2.4.12025 protests and government crisis,"{'class': ['vector-toc-link'], 'href': '#2025_protests_and_government_crisis'}",HTML <a> tag from page about Nepal
div,2.4.12025 protests and government crisis,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,2.4.1,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,2025 protests and government crisis,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-2025_protests_and_government_crisis-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,3GeographyToggle Geography subsection3.1Biodiversity,"{'id': 'toc-Geography', 'class': ['vector-toc-list-item', 'vector-toc-level-1']}",HTML <li> tag from page about Nepal
a,3Geography,"{'class': ['vector-toc-link'], 'href': '#Geography'}",HTML <a> tag from page about Nepal
div,3Geography,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,3,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Geography,{},HTML <span> tag from page about Nepal
button,Toggle Geography subsection,"{'aria-controls': 'toc-Geography-sublist', 'class': ['cdx-button', 'cdx-button--weight-quiet', 'cdx-button--icon-only', 'vector-toc-toggle']}",HTML <button> tag from page about Nepal
span,,"{'class': ['vector-icon', 'mw-ui-icon-wikimedia-expand']}",HTML <span> tag from page about Nepal
span,Toggle Geography subsection,{},HTML <span> tag from page about Nepal
ul,3.1Biodiversity,"{'id': 'toc-Geography-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,3.1Biodiversity,"{'id': 'toc-Biodiversity', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,3.1Biodiversity,"{'class': ['vector-toc-link'], 'href': '#Biodiversity'}",HTML <a> tag from page about Nepal
div,3.1Biodiversity,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,3.1,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Biodiversity,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Biodiversity-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,4Politics and governmentToggle Politics and government subsection4.1Politics4.2Government4.3Administrative divisions4.4Laws and law enforcement4.5Foreign relations4.6Military and intelligence,"{'id': 'toc-Politics_and_government', 'class': ['vector-toc-list-item', 'vector-toc-level-1']}",HTML <li> tag from page about Nepal
a,4Politics and government,"{'class': ['vector-toc-link'], 'href': '#Politics_and_government'}",HTML <a> tag from page about Nepal
div,4Politics and government,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,4,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Politics and government,{},HTML <span> tag from page about Nepal
button,Toggle Politics and government subsection,"{'aria-controls': 'toc-Politics_and_government-sublist', 'class': ['cdx-button', 'cdx-button--weight-quiet', 'cdx-button--icon-only', 'vector-toc-toggle']}",HTML <button> tag from page about Nepal
span,,"{'class': ['vector-icon', 'mw-ui-icon-wikimedia-expand']}",HTML <span> tag from page about Nepal
span,Toggle Politics and government subsection,{},HTML <span> tag from page about Nepal
ul,4.1Politics4.2Government4.3Administrative divisions4.4Laws and law enforcement4.5Foreign relations4.6Military and intelligence,"{'id': 'toc-Politics_and_government-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,4.1Politics,"{'id': 'toc-Politics', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,4.1Politics,"{'class': ['vector-toc-link'], 'href': '#Politics'}",HTML <a> tag from page about Nepal
div,4.1Politics,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,4.1,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Politics,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Politics-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,4.2Government,"{'id': 'toc-Government', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,4.2Government,"{'class': ['vector-toc-link'], 'href': '#Government'}",HTML <a> tag from page about Nepal
div,4.2Government,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,4.2,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Government,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Government-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,4.3Administrative divisions,"{'id': 'toc-Administrative_divisions', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,4.3Administrative divisions,"{'class': ['vector-toc-link'], 'href': '#Administrative_divisions'}",HTML <a> tag from page about Nepal
div,4.3Administrative divisions,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,4.3,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Administrative divisions,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Administrative_divisions-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,4.4Laws and law enforcement,"{'id': 'toc-Laws_and_law_enforcement', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,4.4Laws and law enforcement,"{'class': ['vector-toc-link'], 'href': '#Laws_and_law_enforcement'}",HTML <a> tag from page about Nepal
div,4.4Laws and law enforcement,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,4.4,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Laws and law enforcement,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Laws_and_law_enforcement-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,4.5Foreign relations,"{'id': 'toc-Foreign_relations', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,4.5Foreign relations,"{'class': ['vector-toc-link'], 'href': '#Foreign_relations'}",HTML <a> tag from page about Nepal
div,4.5Foreign relations,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,4.5,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Foreign relations,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Foreign_relations-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,4.6Military and intelligence,"{'id': 'toc-Military_and_intelligence', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,4.6Military and intelligence,"{'class': ['vector-toc-link'], 'href': '#Military_and_intelligence'}",HTML <a> tag from page about Nepal
div,4.6Military and intelligence,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,4.6,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Military and intelligence,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Military_and_intelligence-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,5EconomyToggle Economy subsection5.1Tourism5.2Foreign employment,"{'id': 'toc-Economy', 'class': ['vector-toc-list-item', 'vector-toc-level-1']}",HTML <li> tag from page about Nepal
a,5Economy,"{'class': ['vector-toc-link'], 'href': '#Economy'}",HTML <a> tag from page about Nepal
div,5Economy,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,5,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Economy,{},HTML <span> tag from page about Nepal
button,Toggle Economy subsection,"{'aria-controls': 'toc-Economy-sublist', 'class': ['cdx-button', 'cdx-button--weight-quiet', 'cdx-button--icon-only', 'vector-toc-toggle']}",HTML <button> tag from page about Nepal
span,,"{'class': ['vector-icon', 'mw-ui-icon-wikimedia-expand']}",HTML <span> tag from page about Nepal
span,Toggle Economy subsection,{},HTML <span> tag from page about Nepal
ul,5.1Tourism5.2Foreign employment,"{'id': 'toc-Economy-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,5.1Tourism,"{'id': 'toc-Tourism', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,5.1Tourism,"{'class': ['vector-toc-link'], 'href': '#Tourism'}",HTML <a> tag from page about Nepal
div,5.1Tourism,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,5.1,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Tourism,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Tourism-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,5.2Foreign employment,"{'id': 'toc-Foreign_employment', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,5.2Foreign employment,"{'class': ['vector-toc-link'], 'href': '#Foreign_employment'}",HTML <a> tag from page about Nepal
div,5.2Foreign employment,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,5.2,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Foreign employment,{},HTML <span> tag from page about Nepal
ul,,"{'id': 'toc-Foreign_employment-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,6InfrastructureToggle Infrastructure subsection6.1Energy6.2Transport6.3Communication6.4Media,"{'id': 'toc-Infrastructure', 'class': ['vector-toc-list-item', 'vector-toc-level-1']}",HTML <li> tag from page about Nepal
a,6Infrastructure,"{'class': ['vector-toc-link'], 'href': '#Infrastructure'}",HTML <a> tag from page about Nepal
div,6Infrastructure,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
span,6,{'class': ['vector-toc-numb']},HTML <span> tag from page about Nepal
span,Infrastructure,{},HTML <span> tag from page about Nepal
button,Toggle Infrastructure subsection,"{'aria-controls': 'toc-Infrastructure-sublist', 'class': ['cdx-button', 'cdx-button--weight-quiet', 'cdx-button--icon-only', 'vector-toc-toggle']}",HTML <button> tag from page about Nepal
span,,"{'class': ['vector-icon', 'mw-ui-icon-wikimedia-expand']}",HTML <span> tag from page about Nepal
span,Toggle Infrastructure subsection,{},HTML <span> tag from page about Nepal
ul,6.1Energy6.2Transport6.3Communication6.4Media,"{'id': 'toc-Infrastructure-sublist', 'class': ['vector-toc-list']}",HTML <ul> tag from page about Nepal
li,6.1Energy,"{'id': 'toc-Energy', 'class': ['vector-toc-list-item', 'vector-toc-level-2']}",HTML <li> tag from page about Nepal
a,6.1Energy,"{'class': ['vector-toc-link'], 'href': '#Energy'}",HTML <a> tag from page about Nepal
div,6.1Energy,{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
